118.432617,0.125904,0.125904
123.815918,-0.039516,0.039516
129.199219,-0.16668,0.16668
134.58252,0.133356,0.133356
139.96582,-0.06105,0.06105
145.349121,-0.173121,0.173121
150.732422,0.083293,0.083293
156.115723,0.029037,0.029037
161.499023,-0.022725,0.022725
166.882324,-0.147447,0.147447
172.265625,-0.159886,0.159886
177.648926,-0.077646,0.077646
183.032227,-0.036947,0.036947
188.415527,0.036729,0.036729
193.798828,-0.041792,0.041792
199.182129,0.109209,0.109209
204.56543,-0.114323,0.114323
209.94873,-0.018461,0.018461
215.332031,0.12473,0.12473
220.715332,0.021858,0.021858
226.098633,0.117972,0.117972
231.481934,-0.030965,0.030965
236.865234,0.003882,0.003882
242.248535,-0.0652,0.0652
247.631836,0.016147,0.016147
253.015137,-0.079609,0.079609
258.398438,0.015777,0.015777
263.781738,0.013373,0.013373
269.165039,-0.048598,0.048598
274.54834,0.021899,0.021899
279.931641,-0.088957,0.088957
285.314941,0.005081,0.005081
290.698242,-0.047674,0.047674
296.081543,-0.058079,0.058079
301.464844,0.00556,0.00556
306.848145,0.038795,0.038795
312.231445,-0.070383,0.070383
317.614746,-0.004793,0.004793
322.998047,0.04035,0.04035
328.381348,-0.033898,0.033898
333.764648,-0.016652,0.016652
339.147949,-0.042187,0.042187
344.53125,-0.026266,0.026266
349.914551,-0.043107,0.043107
355.297852,-0.036213,0.036213
360.681152,0.022026,0.022026
366.064453,0.030843,0.030843
371.447754,-0.046258,0.046258
376.831055,0.049658,0.049658
382.214355,0.075136,0.075136
387.597656,0.119862,0.119862
392.980957,-0.224625,0.224625
398.364258,0.044911,0.044911
403.747559,0.102942,0.102942
409.130859,0.092197,0.092197
414.51416,0.018778,0.018778
419.897461,-0.06776,0.06776
425.280762,0.095208,0.095208
430.664063,-0.18939,0.18939
436.047363,0.007164,0.007164
441.430664,-0.065401,0.065401
446.813965,-0.144556,0.144556
452.197266,0.020866,0.020866
457.580566,-0.001836,0.001836
462.963867,0.069203,0.069203
468.347168,0.038576,0.038576
473.730469,-0.023677,0.023677
479.11377,0.000758,0.000758
484.49707,-0.044248,0.044248
489.880371,-0.096203,0.096203
495.263672,0.019684,0.019684
500.646973,0.020614,0.020614
506.030273,-0.009557,0.009557
511.413574,-0.108116,0.108116
516.796875,0.026531,0.026531
522.180176,-0.011375,0.011375
